genome,completeness,contamination
LeechJ_xxxx__AF59__bin.13,82.58238414,3.390508862
LeechJ_xxxx__AF59__bin.12,94.60264901,2.947019868
LeechJ_xxxx__AF59__bin.2,97.23756906,1.38121547
LeechJ_xxxx__AF59__bin.15,87.26172273,1.032110092
LeechJ_xxxx__AF59__bin.16,97.36784622,0.611620795
LeechJ_xxxx__AF59__bin.1,73.80952381,1.304347826
LeechJ_xxxx__AF59__bin.3,91.61771904,3.651492903
LeechJ_xxxx__AF59__bin.5,92.39766082,1.169590643
LeechJ_xxxx__AF59__bin.6,96.95652174,0.0
LeechJ_xxxx__AF59__bin.8,84.26030491,3.927536232
LeechJ_xxxx__AF60__bin.2,99.29453263,0.308641975
LeechJ_xxxx__AF61__bin.2,70.67460317,0.977366255
LeechJ_xxxx__AF62__bin.1,94.53551913,0.72859745
LeechJ_xxxx__AF62__bin.5,84.17742237,2.649176955
LeechJ_xxxx__AF62__bin.7,89.67280164,4.198071867
LeechJ_xxxx__AF62__bin.2,98.97762346,0.308641975
LeechJ_xxxx__AF63__bin.8,96.4673913,1.268115942
LeechJ_xxxx__AF63__bin.11,96.34597441,2.518532095
LeechJ_xxxx__AF63__bin.6,78.00282922,1.872427984
LeechJ_xxxx__AF63__bin.10,93.20754717,1.320754717
LeechJ_xxxx__AF63__bin.4,85.91292674,2.373417722
LeechJ_xxxx__AF63__bin.3,54.8,0.2
LeechJ_xxxx__AF64__bin.4,95.39148706,1.800233992
LeechJ_xxxx__AF64__bin.3,95.6284153,2.158469945
LeechJ_xxxx__AF64__bin.1,70.09976979,1.080283353
LeechJ_xxxx__AF64__bin.5,57.21003135,0.862068966
LeechJ_xxxx__AF64__bin.6,83.05419722,1.555676856
LeechJ_xxxx__AF64__bin.2,54.6,0.7
LeechJ_xxxx__AF65__bin.2,92.02607342,1.118995633
LeechJ_xxxx__AF65__bin.5,62.07792208,0.162337662
LeechJ_xxxx__AF65__bin.6,91.70117265,0.936329588
LeechJ_xxxx__AF65__bin.7,84.95297806,0.0
LeechJ_xxxx__AF66__bin.14,97.9040404,3.589466089
LeechJ_xxxx__AF66__bin.7,53.44827586,2.586206897
LeechJ_xxxx__AF66__bin.6,96.11708483,2.072310406
LeechJ_xxxx__AF66__bin.9,97.13114754,0.273224044
LeechJ_xxxx__AF66__bin.8,99.38271605,2.263374486
LeechJ_xxxx__AF66__bin.2,95.55214724,1.656441718
LeechJ_xxxx__AF66__bin.4,98.58128834,0.613496933
LeechJ_xxxx__AF66__bin.10,56.71442781,1.66218638
LeechJ_xxxx__AF66__bin.12,58.6667397,3.421827943
LeechJ_xxxx__AF66__bin.13,56.50470219,0.0
LeechJ_xxxx__AF67__bin.1,93.71584699,0.136612022
LeechJ_xxxx__AF67__bin.2,91.95198741,0.76469583
LeechJ_xxxx__AF67__bin.5,65.87251829,1.724137931
LeechJ_xxxx__AF67__bin.3,97.7,2.1
LeechJ_xxxx__AF67__bin.4,62.7,1.0
LeechJ_xxxx__AF68__bin.16,94.18532338,0.497512438
LeechJ_xxxx__AF68__bin.10,86.34790528,2.276867031
LeechJ_xxxx__AF68__bin.18,89.66195699,1.533742331
LeechJ_xxxx__AF68__bin.6,82.39263804,1.656441718
LeechJ_xxxx__AF68__bin.3,97.2826087,2.581521739
LeechJ_xxxx__AF68__bin.13,98.03664921,2.137870855
LeechJ_xxxx__AF68__bin.1,90.78616352,1.608845608
LeechJ_xxxx__AF69__bin.8,50.96509783,0.318761384
LeechJ_xxxx__AF69__bin.10,67.99432759,4.621676892
LeechJ_xxxx__AF69__bin.4,83.41696183,0.211038961
LeechJ_xxxx__AF69__bin.6,60.34482759,0.0
LeechJ_xxxx__AF70__bin.6,82.12962963,4.098079561
LeechJ_xxxx__AF70__bin.7,94.15300546,3.004462926
LeechJ_xxxx__AF70__bin.2,53.44827586,0.0
LeechJ_xxxx__AF70__bin.5,92.27813853,1.590909091
LeechJ_xxxx__AF70__bin.10,71.67797377,1.990049751
LeechJ_xxxx__AF70__bin.8,56.80706522,0.815217391
LeechJ_xxxx__AF71__bin.5,90.46613678,1.202185792
LeechJ_xxxx__AF71__bin.6,81.78234104,1.357733176
LeechJ_xxxx__AF72__bin.1,72.10497835,1.199494949
LeechJ_xxxx__AF72__bin.2,70.11297387,4.749657064
LeechJ_xxxx__AF72__bin.7,97.54098361,0.0
LeechJ_xxxx__AF72__bin.3,95.59336824,1.413612565
LeechJ_xxxx__AF73__bin.1,93.9594896,1.329958897
LeechJ_xxxx__AF73__bin.2,96.33336326,1.470508658
LeechJ_xxxx__AF74__bin.2,98.32735962,0.281618024
LeechJ_xxxx__AF74__bin.4,99.88052569,0.0
LeechJ_xxxx__AF74__bin.1,71.72619048,0.76943972
LeechJ_xxxx__AF76__bin.15,94.32067271,3.449616273
LeechJ_xxxx__AF77__bin.1,92.1,1.8
LeechJ_xxxx__AF78__bin.14,53.44827586,0.0
LeechJ_xxxx__AF78__bin.11,86.93571518,4.443158436
LeechJ_xxxx__AF78__bin.7,99.34456929,1.248439451
LeechJ_xxxx__AF78__bin.4,98.91304348,0.543478261
LeechJ_xxxx__AF80__bin.3,92.653567,0.36086638
LeechJ_xxxx__AF80__bin.2,95.36423841,0.772626932
LeechJ_xxxx__AF81__bin.10,98.49726776,1.183970856
LeechJ_xxxx__AF81__bin.1,85.68539022,0.316011236
LeechJ_xxxx__AF81__bin.6,98.91304348,0.543478261
LeechJ_xxxx__AF81__bin.2,69.2,0.3
LeechJ_xxxx__AF81__bin.5,58.7,0.7
LeechJ_xxxx__AF81__bin.8,91.6,0.2
LeechJ_xxxx__AF82__bin.9,77.12468595,3.488749047
LeechJ_xxxx__AF82__bin.16,87.92376455,3.339517625
LeechJ_xxxx__AF82__bin.18,93.02536232,2.309782609
LeechJ_xxxx__AF82__bin.12,50.92950455,0.815217391
LeechJ_xxxx__AF82__bin.13,94.90428403,1.82436611
LeechJ_xxxx__AF82__bin.10,69.4,0.1
LeechJ_xxxx__AF83__bin.3,59.41029047,0.570734669
LeechJ_xxxx__AF83__bin.8,96.44184811,0.82893414
LeechJ_xxxx__AF83__bin.9,86.74033149,0.552486188
LeechJ_xxxx__AF83__bin.7,84.51523793,0.552486188
LeechJ_xxxx__AF84__bin.27,87.20114284,3.057181345
LeechJ_xxxx__AF84__bin.8,96.46596859,1.326352531
LeechJ_xxxx__AF84__bin.17,75.60961279,0.068306011
LeechJ_xxxx__AF84__bin.31,90.13144692,0.82781457
LeechJ_xxxx__AF84__bin.19,94.58987784,3.403141361
LeechJ_xxxx__AF84__bin.32,65.86206897,3.448275862
LeechJ_xxxx__AF84__bin.10,95.57584944,0.586206897
LeechJ_xxxx__AF84__bin.18,84.28442029,1.60326087
LeechJ_xxxx__AF84__bin.30,98.68519585,0.664457071
LeechJ_xxxx__AF84__bin.3,51.75377937,1.152597403
LeechJ_xxxx__AF86__bin.9,66.84952978,0.0
LeechJ_xxxx__AF87__bin.3,89.42705746,1.689021361
LeechJ_xxxx__AF87__bin.4,78.37540649,2.569854388
LeechJ_xxxx__AF87__bin.9,84.75677831,0.324675325
LeechJ_xxxx__AF88__bin.7,98.50746269,0.0
LeechJ_xxxx__AF88__bin.2,59.45437986,0.0
LeechJ_xxxx__AF88__bin.1,76.02837525,0.816607635
LeechJ_xxxx__AF88__bin.5,94.71861472,0.909090909
LeechJ_xxxx__AF88__bin.4,97.2826087,2.173913043
LeechJ_xxxx__AF89__bin.4,79.70328283,0.789141414
LeechJ_xxxx__AF89__bin.1,99.47643979,0.523560209
LeechJ_xxxx__AF89__bin.8,86.46512721,1.275045537
LeechJ_xxxx__AF89__bin.5,91.88311688,0.0
LeechJ_xxxx__AF89__bin.7,89.13303923,3.907431028
LeechJ_xxxx__AF91__bin.4,86.52778594,2.036199095
LeechJ_xxxx__AF91__bin.1,94.26229508,1.202185792
LeechJ_xxxx__AF91__bin.7,97.32988803,1.287020473
LeechJ_xxxx__AF91__bin.2,65.47061795,0.543478261
LeechJ_xxxx__AF92__bin.2,87.32106339,4.345603272
LeechJ_xxxx__AF92__bin.3,96.44194757,1.5917603
LeechJ_xxxx__AF93__bin.1,96.52734456,0.887918486
LeechJ_xxxx__AF93__bin.2,81.00743299,1.890236956
LeechJ_xxxx__AF94__bin.1,98.87640449,0.0
LeechJ_xxxx__AF94__bin.3,90.58441558,0.0
LeechJ_xxxx__AF94__bin.2,92.18317972,0.806451613
LimaC_2020__SRR9640343__bin.10,83.76,1.59
LimaC_2020__SRR9640343__bin.5,54.83,2.34
LimaC_2020__SRR9640344__bin.1,56.88,3.79
LimaC_2020__SRR9640344__bin.11,91.21,2.85
LimaC_2020__SRR9640344__bin.12,68.25,3.28
LimaC_2020__SRR9640344__bin.15,81.04,1.2
LimaC_2020__SRR9640344__bin.20,61.63,2.76
LimaC_2020__SRR9640344__bin.8,83.01,1.07
LimaC_2020__SRR9640345__bin.1,50.8,0.68
LimaC_2020__SRR9640345__bin.11,99.03,3.96
LimaC_2020__SRR9640345__bin.2,66.99,0.09
LimaC_2020__SRR9640345__bin.5,66.98,2.12
LimaC_2020__SRR9640345__bin.6,69.63,2.4
LimaC_2020__SRR9640346__bin.18,89.92,1.68
LimaC_2020__SRR9640346__bin.19,53.23,0.38
LimaC_2020__SRR9640346__bin.23,58.57,4.14
LimaC_2020__SRR9640346__bin.27,72.2,3.42
LimaC_2020__SRR9640346__bin.4,87.89,4.1
LimaC_2020__SRR9640347__bin.4,90.97,0.22
LimaC_2020__SRR9640347__bin.5,90.03,4.49
LimaC_2020__SRR9640348__bin.11,87.29,1.25
LimaC_2020__SRR9640348__bin.16,92.36,1.59
LimaC_2020__SRR9640348__bin.17,51.76,0.0
LimaC_2020__SRR9640348__bin.2,89.54,2.03
LimaC_2020__SRR9640348__bin.8,57.95,1.47
LimaC_2020__SRR9640350__bin.12,99.8,0.44
LimaC_2020__SRR9640350__bin.13,82.76,3.16
LimaC_2020__SRR9640350__bin.18,99.76,0.23
LimaC_2020__SRR9640350__bin.3,88.92,3.44
LimaC_2020__SRR9640350__bin.6,67.68,4.03
LimaC_2020__SRR9640351__bin.10,78.02,2.55
LimaC_2020__SRR9640351__bin.2,89.73,3.63
LimaC_2020__SRR9640351__bin.20,94.1,0.17
LimaC_2020__SRR9640351__bin.22,86.68,1.55
LimaC_2020__SRR9640351__bin.23,96.72,2.95
LimaC_2020__SRR9640351__bin.6,60.29,1.36
LimaC_2020__SRR9640352__bin.1,99.8,2.64
LimaC_2020__SRR9640352__bin.14,99.98,0.12
LimaC_2020__SRR9640352__bin.18,54.42,0.45
LimaC_2020__SRR9640352__bin.19,97.09,0.74
LimaC_2020__SRR9640352__bin.5,91.57,4.63
LimaC_2020__SRR9640353__bin.12,100.0,2.44
LimaC_2020__SRR9640353__bin.15,85.54,2.2
LimaC_2020__SRR9640353__bin.16,93.07,3.5
LimaC_2020__SRR9640353__bin.23,90.8,2.84
LimaC_2020__SRR9640353__bin.29,99.48,1.34
LimaC_2020__SRR9640353__bin.7,50.36,1.62
LimaC_2020__SRR9640354__bin.1,89.35,3.55
LimaC_2020__SRR9640354__bin.11,93.13,4.93
LimaC_2020__SRR9640354__bin.15,65.5,0.9
LimaC_2020__SRR9640354__bin.2,99.09,2.79
LimaC_2020__SRR9640354__bin.22,72.33,4.04
LimaC_2020__SRR9640354__bin.28,77.3,2.97
LimaC_2020__SRR9640355__bin.12,99.39,0.71
LimaC_2020__SRR9640355__bin.13,72.43,1.5
LimaC_2020__SRR9640355__bin.14,98.03,1.37
LimaC_2020__SRR9640355__bin.20,86.42,0.68
LimaC_2020__SRR9640355__bin.21,100.0,3.92
LimaC_2020__SRR9640355__bin.23,87.63,3.82
LimaC_2020__SRR9640355__bin.24,64.81,3.84
LimaC_2020__SRR9640355__bin.26,77.01,3.71
LimaC_2020__SRR9640355__bin.30,99.64,0.25
LimaC_2020__SRR9640355__bin.34,60.85,3.65
LimaC_2020__SRR9640355__bin.35,71.16,2.19
LimaC_2020__SRR9640355__bin.4,84.61,3.89
LimaC_2020__SRR9640356__bin.14,99.54,0.1
LimaC_2020__SRR9640356__bin.15,78.25,1.92
LimaC_2020__SRR9640356__bin.22,84.55,4.05
LimaC_2020__SRR9640356__bin.29,94.08,2.88
LimaC_2020__SRR9640356__bin.6,70.77,3.85
LimaC_2020__SRR9646966__bin.12,87.2,0.21
LimaC_2020__SRR9646966__bin.13,79.95,4.2
LimaC_2020__SRR9646966__bin.14,51.03,0.18
LimaC_2020__SRR9646966__bin.7,99.53,0.21
LiZ_2018__SRS2920550__bin.25,94.33848635,2.641165756
LiZ_2018__SRS2920550__bin.23,83.62068966,0.862068966
LiZ_2018__SRS2920550__bin.17,92.82945736,0.258397933
LiZ_2018__SRS2920550__bin.18,84.89425277,4.688552189
LiZ_2018__SRS2920550__bin.1,87.98667654,3.72193437
LiZ_2018__SRS2920550__bin.21,92.61075519,3.439587128
LiZ_2018__SRS2920550__bin.29,91.95736434,3.740310078
LiZ_2018__SRS2920550__bin.32,95.94843462,1.243093923
LiZ_2018__SRS2920550__bin.4,97.6538162,0.362149533
LiZ_2018__SRS2920550__bin.7,83.85878992,3.888888889
LiZ_2018__SRS2920550__bin.8,89.20634921,0.476190476
LiZ_2018__SRS2920550__bin.9,96.12224037,2.238020011
LiZ_2018__SRS2920550__bin.30,98.12362031,0.0
LiZ_2018__SRS2920550__bin.28,72.4137931,0.0
LiZ_2018__SRS2920550__bin.22,97.72677596,0.846994536
LiZ_2018__SRS2920550__bin.14,68.2,0.3
LiZ_2018__SRS2920550__bin.12,90.3,1.0
LiZ_2018__SRS2920550__bin.19,92.9,0.4
LiZ_2018__SRS2920550__bin.20,94.3,0.4
LiZ_2018__SRS2920551__bin.1,95.84037092,1.421415561
LiZ_2018__SRS2920551__bin.24,97.6744186,0.258397933
LiZ_2018__SRS2920551__bin.18,84.24523008,3.301412392
LiZ_2018__SRS2920551__bin.17,88.99224806,0.406976744
LiZ_2018__SRS2920551__bin.3,96.40883978,2.163904236
LiZ_2018__SRS2920551__bin.21,98.85124611,0.2355919
LiZ_2018__SRS2920551__bin.15,95.71428571,0.396825397
LiZ_2018__SRS2920551__bin.11,96.07926109,2.386262562
LiZ_2018__SRS2920551__bin.6,99.00662252,0.0
LiZ_2018__SRS2920551__bin.23,97.70491803,0.846994536
LiZ_2018__SRS2920551__bin.19,58.62068966,0.862068966
LiZ_2018__SRS2920551__bin.22,85.58127572,1.851851852
LiZ_2018__SRS2920551__bin.2,52.4,0.6
LiZ_2018__SRS2920551__bin.4,92.8,0.4
LiZ_2018__SRS2920551__bin.8,94.3,0.4
LiZ_2018__SRS2920552__bin.7,93.95380435,0.543794973
LiZ_2018__SRS2920552__bin.6,91.8,0.2
LiZ_2018__SRS2920552__bin.3,91.0,0.3
LiZ_2018__SRS2920553__bin.8,94.76902174,0.326403669
LiZ_2018__SRS2920553__bin.2,93.1,0.3
LiZ_2018__SRS2920553__bin.4,83.9,0.4
LiZ_2018__SRS2920554__bin.7,95.99184783,0.326403669
LiZ_2018__SRS2920554__bin.6,92.5,0.2
LiZ_2018__SRS2920554__bin.3,89.9,0.6
LiZ_2018__SRS2920555__bin.13,97.09680658,3.97996357
LiZ_2018__SRS2920555__bin.19,93.15245478,0.645994832
LiZ_2018__SRS2920555__bin.21,77.48877666,2.615440115
LiZ_2018__SRS2920555__bin.11,83.32364341,2.974806202
LiZ_2018__SRS2920555__bin.17,98.15837937,2.808471455
LiZ_2018__SRS2920555__bin.14,98.4423676,0.835280374
LiZ_2018__SRS2920555__bin.3,66.13516114,3.342953343
LiZ_2018__SRS2920555__bin.5,61.37931034,0.0
LiZ_2018__SRS2920555__bin.4,89.7883561,2.28846673
LiZ_2018__SRS2920555__bin.8,96.24724062,2.191737622
LiZ_2018__SRS2920555__bin.2,98.36065574,0.975800156
LiZ_2018__SRS2920555__bin.20,58.62068966,0.0
LiZ_2018__SRS2920555__bin.18,76.8,0.5
LiZ_2018__SRS2920555__bin.25,94.6,0.4
LiZ_2019__SRS3379157__bin.1,53.50877193,0.0
LiZ_2019__SRS3379157__bin.3,99.44609788,0.639880952
LiZ_2019__SRS3379159__bin.6,87.91289862,2.111692845
LiZ_2019__SRS3379159__bin.7,63.4169279,1.724137931
LiZ_2019__SRS3379159__bin.2,57.8,0.9
LiZ_2019__SRS3379165__bin.1,57.00268886,0.240575397
LiZ_2019__SRS3379166__bin.6,77.94601137,1.832460733
LiZ_2019__SRS3379166__bin.1,77.06896552,1.724137931
LiZ_2019__SRS3379169__bin.5,79.77107008,0.0
LiZ_2019__SRS3379169__bin.2,93.08649554,2.604166667
LiZ_2019__SRS3379169__bin.4,91.50431787,1.203703704
LiZ_2019__SRS3379170__bin.8,75.05752841,0.989583333
LiZ_2019__SRS3379170__bin.6,91.35038442,4.521374459
LiZ_2019__SRS3379170__bin.5,87.43455497,0.074794316
LopezSanchezR_2023__SRR13708565__bin.1,99.03,1.14
LopezSanchezR_2023__SRR13708565__bin.10,99.53,1.56
LopezSanchezR_2023__SRR13708565__bin.11,74.77,2.1
LopezSanchezR_2023__SRR13708565__bin.2,93.74,1.15
LopezSanchezR_2023__SRR13708565__bin.3,77.82,3.06
LopezSanchezR_2023__SRR13708565__bin.4,86.43,0.68
LopezSanchezR_2023__SRR13708566__bin.1,90.03,1.88
LopezSanchezR_2023__SRR13708566__bin.11,93.25,0.44
LopezSanchezR_2023__SRR13708566__bin.12,70.06,0.02
LopezSanchezR_2023__SRR13708566__bin.14,81.96,1.98
LopezSanchezR_2023__SRR13708566__bin.3,84.92,1.81
LopezSanchezR_2023__SRR13708566__bin.9,93.42,0.33
LopezSanchezR_2023__SRR13708567__bin.1,88.41,0.33
LopezSanchezR_2023__SRR13708567__bin.10,85.02,0.57
LopezSanchezR_2023__SRR13708567__bin.11,90.57,1.88
LopezSanchezR_2023__SRR13708567__bin.13,74.78,2.02
LopezSanchezR_2023__SRR13708567__bin.14,77.09,1.18
LopezSanchezR_2023__SRR13708567__bin.2,96.46,0.9
LopezSanchezR_2023__SRR13708567__bin.3,97.9,1.15
LopezSanchezR_2023__SRR13708567__bin.4,94.72,0.48
LordanR_2019__ERS2955443__bin.6,58.62068966,0.0
LordanR_2019__ERS2955443__bin.2,55.17241379,0.0
LordanR_2019__ERS2955444__bin.2,95.78446663,0.717404866
LordanR_2019__ERS2955444__bin.3,93.25244931,0.0
LordanR_2019__ERS2955444__bin.1,64.72761375,1.028138528
LordanR_2019__ERS2955445__bin.4,99.45414847,0.291120815
LordanR_2019__ERS2955445__bin.1,85.60246914,0.819047619
LordanR_2019__ERS2955445__bin.2,53.44827586,0.862068966
LordanR_2019__ERS2955446__bin.3,58.10043668,0.145560408
LordanR_2019__ERS2955446__bin.1,63.86075874,0.86038961
LordanR_2019__ERS2955447__bin.2,65.94406321,0.0
MagliuloR_2024__SRR28235345__bin.10,79.91,0.13
MagliuloR_2024__SRR28235345__bin.12,79.62,3.42
MagliuloR_2024__SRR28235345__bin.14,50.74,0.2
MagliuloR_2024__SRR28235345__bin.5,59.89,3.18
MagliuloR_2024__SRR28235346__bin.8,64.96,0.26
MagliuloR_2024__SRR28235347__bin.1,57.03,0.05
MagliuloR_2024__SRR28235348__bin.10,70.7,0.13
MagliuloR_2024__SRR28235348__bin.9,68.69,0.16
MagliuloR_2024__SRR28235349__bin.1,90.08,1.15
MagliuloR_2024__SRR28235349__bin.11,64.09,0.11
MagliuloR_2024__SRR28235350__bin.5,52.4,0.51
MagliuloR_2024__SRR28235350__bin.8,76.95,3.71
MagliuloR_2024__SRR28235350__bin.9,59.65,0.1
MagliuloR_2024__SRR28235351__bin.5,72.74,0.57
MagliuloR_2024__SRR28235352__bin.11,58.91,3.02
MagliuloR_2024__SRR28235352__bin.14,68.3,4.53
MagliuloR_2024__SRR28235352__bin.5,80.82,3.61
MagliuloR_2024__SRR28235353__bin.7,66.13,1.25
MagliuloR_2024__SRR28235354__bin.3,78.41,0.33
MagliuloR_2024__SRR28235355__bin.1,53.29,0.03
MagliuloR_2024__SRR28235355__bin.4,84.36,0.14
MagliuloR_2024__SRR28235355__bin.6,87.76,0.15
MagliuloR_2024__SRR28235356__bin.1,73.06,3.84
MagliuloR_2024__SRR28235357__bin.10,54.13,0.11
MagliuloR_2024__SRR28235357__bin.6,50.99,3.38
MagliuloR_2024__SRR28235358__bin.2,67.0,2.05
MagliuloR_2024__SRR28235358__bin.3,52.71,0.22
MagliuloR_2024__SRR28235359__bin.2,91.47,0.13
MagliuloR_2024__SRR28235359__bin.3,100.0,0.03
MagliuloR_2024__SRR28235360__bin.6,70.75,0.52
MagliuloR_2024__SRR28235361__bin.5,67.47,2.16
MagliuloR_2024__SRR28235362__bin.5,50.6,0.15
MagliuloR_2024__SRR28235363__bin.6,93.84,2.81
MagliuloR_2024__SRR28235364__bin.2,88.48,0.4
MagliuloR_2024__SRR28235365__bin.11,73.54,0.13
MagliuloR_2024__SRR28235365__bin.5,79.85,0.07
MagliuloR_2024__SRR28235365__bin.7,89.49,0.04
MagliuloR_2024__SRR28235365__bin.9,85.85,3.87
MagliuloR_2024__SRR28235366__bin.3,94.59,0.1
MagliuloR_2024__SRR28235366__bin.5,70.97,0.06
MagliuloR_2024__SRR28235367__bin.3,78.49,0.09
MagliuloR_2024__SRR28235367__bin.4,92.26,0.55
MagliuloR_2024__SRR28235367__bin.9,50.76,0.71
MagliuloR_2024__SRR28235368__bin.5,54.45,0.29
MagliuloR_2024__SRR28235368__bin.8,83.13,0.74
MagliuloR_2024__SRR28235369__bin.10,60.83,0.25
MagliuloR_2024__SRR28235369__bin.5,56.24,0.19
MagliuloR_2024__SRR28235369__bin.6,78.1,1.69
MagliuloR_2024__SRR28235370__bin.1,68.56,0.16
MagliuloR_2024__SRR28235370__bin.4,89.36,4.16
MagliuloR_2024__SRR28235370__bin.7,87.83,1.52
MagliuloR_2024__SRR28235371__bin.12,50.47,0.16
MagliuloR_2024__SRR28235373__bin.7,75.99,0.11
MagliuloR_2024__SRR28235374__bin.1,96.74,1.15
MagliuloR_2024__SRR28235374__bin.11,54.05,0.07
MagliuloR_2024__SRR28235374__bin.6,54.01,0.08
MagliuloR_2024__SRR28235374__bin.9,94.71,0.43
MagliuloR_2024__SRR28235375__bin.13,67.43,0.17
MagliuloR_2024__SRR28235375__bin.2,53.95,0.0
MagliuloR_2024__SRR28235375__bin.9,64.23,0.09
MagliuloR_2024__SRR28235376__bin.8,99.59,0.86
MagliuloR_2024__SRR28235377__bin.1,50.51,1.13
MagliuloR_2024__SRR28235377__bin.13,79.25,0.07
MagliuloR_2024__SRR28235378__bin.4,59.9,0.18
MagliuloR_2024__SRR28235378__bin.6,69.25,0.07
MagliuloR_2024__SRR28235379__bin.2,73.47,0.05
MagliuloR_2024__SRR28235379__bin.5,52.07,1.08
MagliuloR_2024__SRR28235380__bin.11,60.15,2.3
MagliuloR_2024__SRR28235380__bin.2,51.14,0.0
MagliuloR_2024__SRR28235380__bin.4,60.32,0.54
MagliuloR_2024__SRR28235380__bin.8,61.76,0.03
MagliuloR_2024__SRR28235381__bin.8,63.2,0.44
MagliuloR_2024__SRR28235383__bin.13,99.95,2.13
MagliuloR_2024__SRR28235383__bin.8,99.14,0.17
MagliuloR_2024__SRR28235383__bin.9,72.94,0.47
MagliuloR_2024__SRR28235385__bin.6,51.43,0.07
MagliuloR_2024__SRR28235386__bin.13,93.88,0.19
MagliuloR_2024__SRR28235386__bin.14,94.31,1.19
MagliuloR_2024__SRR28235386__bin.2,92.85,0.57
MagliuloR_2024__SRR28235387__bin.5,55.49,0.09
MagliuloR_2024__SRR28235390__bin.3,58.31,0.58
MagliuloR_2024__SRR28235390__bin.4,55.03,0.18
MagliuloR_2024__SRR28235391__bin.3,54.11,0.12
MagliuloR_2024__SRR28235392__bin.2,57.01,0.04
MagliuloR_2024__SRR28235392__bin.5,99.99,0.05
MASTER_WP4_CSIC_1__P2_200_75211__bin.4,87.20796676,0.252525253
MASTER_WP4_CSIC_1__P2_200_75211__bin.7,67.24137931,0.0
MASTER_WP4_CSIC_1__P2_200_75211__bin.3,50.79365079,0.176366843
MASTER_WP4_CSIC_1__P2142_73322__bin.13,97.81420765,4.735883424
MASTER_WP4_CSIC_1__P2142_73322__bin.20,54.65517241,1.724137931
MASTER_WP4_CSIC_1__P2142_73322__bin.5,55.26315789,0.0
MASTER_WP4_CSIC_1__P2143_73322__bin.3,60.32392894,3.448275862
MASTER_WP4_CSIC_1__P2143_73322__bin.12,60.52631579,3.50877193
MASTER_WP4_CSIC_1__P2143_73322__bin.15,50.35087719,1.754385965
MASTER_WP4_CSIC_1__P2144_73322__bin.1,56.25909753,0.145560408
MASTER_WP4_CSIC_1__P2144_73322__bin.14,79.23497268,2.276867031
MASTER_WP4_CSIC_1__P2145_73322__bin.12,63.38797814,0.455373406
MASTER_WP4_CSIC_1__P2145_73322__bin.13,82.71159875,3.448275862
MASTER_WP4_CSIC_1__P2145_73322__bin.8,56.6091954,1.724137931
MASTER_WP4_CSIC_1__P2145_73322__bin.20,58.77192982,1.754385965
MASTER_WP4_CSIC_1__P2146_73322__bin.4,54.36781609,0.0
MASTER_WP4_CSIC_1__P2146_73322__bin.1,78.49344978,0.145560408
MASTER_WP4_CSIC_1__P2146_73322__bin.6,98.90710383,4.918032787
MASTER_WP4_CSIC_1__P2146_73322__bin.14,62.28070175,1.754385965
MASTER_WP4_CSIC_1__P2147_73322__bin.39,78.47439916,0.0
MASTER_WP4_CSIC_1__P2147_73322__bin.53,92.65873016,0.899470899
MASTER_WP4_CSIC_1__P2147_73322__bin.48,99.24528302,0.754716981
MASTER_WP4_CSIC_1__P2147_73322__bin.37,98.88888889,1.805555556
MASTER_WP4_CSIC_1__P2147_73322__bin.35,95.73643411,3.003875969
MASTER_WP4_CSIC_1__P2147_73322__bin.22,96.52615144,1.839120982
MASTER_WP4_CSIC_1__P2147_73322__bin.24,95.99497126,2.155172414
MASTER_WP4_CSIC_1__P2147_73322__bin.15,97.8,0.1
MASTER_WP4_CSIC_1__P2149_73322__bin.1,72.02194357,1.724137931
MASTER_WP4_CSIC_1__P2149_73322__bin.26,88.65239699,2.133469875
MASTER_WP4_CSIC_1__P2149_73322__bin.8,58.49056604,0.0
MASTER_WP4_CSIC_1__P2149_73322__bin.32,93.65740741,1.111111111
MASTER_WP4_CSIC_1__P2149_73322__bin.31,70.8774084,0.73664825
MASTER_WP4_CSIC_1__P2149_73322__bin.17,67.24137931,0.0
MASTER_WP4_CSIC_1__P2149_73322__bin.22,53.21100917,0.180209699
MASTER_WP4_CSIC_1__P2149_73322__bin.12,52.5862069,0.0
MASTER_WP4_CSIC_1__P2149_73322__bin.30,98.1,0.1
MASTER_WP4_CSIC_1__P2152_73322__bin.12,70.29780564,0.0
MASTER_WP4_CSIC_1__P2152_73322__bin.17,52.19435737,0.0
MASTER_WP4_CSIC_1__P2152_73322__bin.9,90.63791554,2.00359389
MASTER_WP4_CSIC_1__P2153_73322__bin.1,66.66666667,0.0
MASTER_WP4_CSIC_1__P2153_73322__bin.3,56.14035088,0.0
MASTER_WP4_CSIC_1__P2153_73322__bin.7,77.93794742,1.006289308
MASTER_WP4_CSIC_1__P2154_73322__bin.2,93.12169312,0.0
MASTER_WP4_CSIC_1__P2154_73322__bin.5,54.38596491,0.0
MASTER_WP4_CSIC_1__P2154_73322__bin.10,84.40251572,0.789022298
MASTER_WP4_CSIC_1__P2155_73322__bin.8,54.26332288,0.0
MASTER_WP4_CSIC_1__P2155_73322__bin.5,98.85646015,0.0
MASTER_WP4_CSIC_1__P2155_73322__bin.13,54.32098765,0.0
MASTER_WP4_CSIC_1__P2155_73322__bin.12,84.6049171,1.635220126
MASTER_WP4_CSIC_1__P2155_73322__bin.6,65.51724138,0.0
