representative_95id,domain,phylum,class,order,family,genus,species
MASTER_WP4_TEAGASC_1__TGS14-22__bin.29,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium oncorhynchi
MASTER_WP4_TEAGASC_1__TGS14-22__bin.58,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter nivimaris B
MASTER_WP4_TEAGASC_1__TGS14-28__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus uberis
MASTER_WP4_TEAGASC_1__TGS14-28__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_A,Lactococcus A paracarnosus
MASTER_WP4_TEAGASC_1__TGS14-30__bin.33,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Janibacter,
MASTER_WP4_TEAGASC_1__TGS15-30__bin.15,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Citricoccus,
MASTER_WP4_TEAGASC_1__TGS15-30__bin.20,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,
MASTER_WP4_TEAGASC_1__TGS15-30__bin.21,Bacteria,Patescibacteriota,Saccharimonadia,Saccharimonadales,CALMAK01,CALMAK01,
MASTER_WP4_TEAGASC_1__TGS15-30__bin.24,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp003938605
MASTER_WP4_TEAGASC_1__TGS15-30__bin.27,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,
MASTER_WP4_TEAGASC_1__TGS15-30__bin.30,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter ulcerisalmonis
MASTER_WP4_TEAGASC_1__TGS15-30__bin.32,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Pseudoclavibacter,Pseudoclavibacter helvolus
MASTER_WP4_TEAGASC_1__TGS15-30__bin.4,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Kocuria,Kocuria carniphila
MASTER_WP4_TEAGASC_1__TGS15-30__bin.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Pseudoclavibacter,
MASTER_WP4_TEAGASC_1__TGS15-30__bin.9,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus marcusii
MASTER_WP4_UNINA_1__AS107_71775__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E paracarnis
MASTER_WP4_UNINA_1__CF008_71775__bin.11,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri
MASTER_WP4_UNINA_1__CS001_71775__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E lundensis
MASTER_WP4_UNINA_1__FI010_71775__bin.21,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus alimentarius
MASTER_WP4_UNINA_1__FI010_71775__bin.25,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Micropruina,Micropruina glycogenica
MASTER_WP4_UNINA_1__FI109_71775__bin.14,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp030457025
MASTER_WP4_UNINA_1__FO007_71775__bin.2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,UBA2632,
MASTER_WP4_UNINA_1__FO007_71775__bin.32,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium_B,Fusobacterium B sp041668805
MASTER_WP4_UNINA_1__FO007_71775__bin.37,Bacteria,Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,,
MASTER_WP4_UNINA_1__FO007_71775__bin.38,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,
MASTER_WP4_UNINA_1__FO007_71775__bin.9,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,
MASTER_WP4_UNINA_1__FO011_71775__bin.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Ancrocorticia,
MASTER_WP4_UNINA_1__GO003_71775__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens A
MASTER_WP4_UNINA_1__GO004_71775__bin.16,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Jeotgalibaca,
MASTER_WP4_UNINA_1__GO004_71775__bin.17,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,
MASTER_WP4_UNINA_1__GO004_71775__bin.2,Bacteria,Bacillota,Clostridia,Tissierellales,Tissierellaceae,JARICQ01,
MASTER_WP4_UNINA_1__GO004_71775__bin.3,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,
MASTER_WP4_UNINA_1__GO004_71775__bin.32,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,
MASTER_WP4_UNINA_1__GO004_71775__bin.8,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_A,Enterococcus A gilvus
MASTER_WP4_UNINA_1__GO013_71775__bin.11,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Jeotgalicoccus,
MASTER_WP4_UNINA_1__GO013_71775__bin.23,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Sporosarcina,Sporosarcina sp038618305
MASTER_WP4_UNINA_1__GO102_71775__bin.42,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Citricoccus,
MASTER_WP4_UNINA_1__GR001_73417__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus raoultii
MASTER_WP4_UNINA_1__GR002_73417__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
MASTER_WP4_UNINA_1__MV011_71775__bin.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,
MASTER_WP4_UNINA_1__PA207_73417__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hylemonella,Hylemonella delicata
MASTER_WP4_UNINA_1__PB007_73417__bin.10,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae
MASTER_WP4_UNINA_1__PM002_71775__bin.13,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii
MASTER_WP4_UNINA_1__PM002_71775__bin.14,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus kribbianus
MASTER_WP4_UNINA_1__PM003_71775__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
MASTER_WP4_UNINA_1__PM007_71775__bin.2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Cloacibacterium caeni A
MASTER_WP4_UNINA_1__PM007_71775__bin.9,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Gulbenkiania,Gulbenkiania mobilis
MASTER_WP4_UNINA_1__PM012_71775__bin.11,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
MASTER_WP4_UNINA_1__PM012_71775__bin.13,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica
MASTER_WP4_UNINA_1__PU007_71775__bin.15,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,
MASTER_WP4_UNINA_1__PU007_71775__bin.44,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,
MASTER_WP4_UNINA_1__SA009_71775__bin.15,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens
MASTER_WP4_UNINA_1__SC012_71775__bin.18,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae A
MASTER_WP4_UNINA_1__SC012_71775__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp002312805
MASTER_WP4_UNINA_1__SP109_71775__bin.29,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,
MASTER_WP4_UNINA_1__SR008_71775__bin.23,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_A,Enterococcus A viikkiensis
MASTER_WP4_UNINA_1__ST007_71775__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus paraxiangfangensis
MASTER_WP4_UNINA_1__ST007_71775__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E paraversuta
MASTER_WP4_UNINA_1__TA011_71775__bin.10,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,
MASTER_WP4_UNINA_1__TA011_71775__bin.29,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium_A,Carnobacterium A mobile
MASTER_WP4_UNINA_1__TA012_71775__bin.15,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium_A,
MASTER_WP4_UNINA_1__TA012_71775__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus_D,Vagococcus D salmoninarum
MASTER_WP4_UNINA_2__C-22__bin.5,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus stearothermophilus
MASTER_WP4_UNINA_2__E-22__bin.3,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,Cohnella laeviribosi
MASTER_WP4_UNINA_2__E-22__bin.7,Bacteria,Bacillota,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus thermoruber
MASTER_WP4_UNINA_2__E-22__bin.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Tepidiphilus,Tepidiphilus succinatimandens
MASTER_WP4_UNINA_2__M-29__bin.23,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas geniculata
MASTER_WP4_UNINA_2__M-29__bin.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp002954425
MASTER_WP4_UNINA_2__O-25.1__bin.19,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dryocola,
MASTER_WP4_UNINA_2__O-25.1__bin.33,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E putida Y
MASTER_WP4_UNINA_2__O-30__bin.2,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Kocuria,Kocuria varians
MASTER_WP4_UNINA_2__P-22__bin.13,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus chiayiensis
MASTER_WP4_UNINA_2__P-22__bin.7,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,
MASTER_WP4_UNINA_2__P-22__bin.8,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus panis
MASTER_WP4_UNINA_2__T-22__bin.15,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Marinococcus,Marinococcus sp947493875
MASTER_WP4_UNINA_2__U-22__bin.12,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Celerinatantimonadaceae,Celerinatantimonas,
MASTER_WP4_UNINA_2__V-21__bin.24,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas rivipollensis
MASTER_WP4_UNINA_2__V-21__bin.37,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Epilithonimonas,Epilithonimonas ginsengisoli
MASTER_WP4_UNINA_2__V-21__bin.39,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella baltica
MASTER_WP4_UNINA_2__V-21__bin.42,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Janthinobacterium,Janthinobacterium sp963530105
MASTER_WP4_UNINA_2__V-25.1__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella viridescens
MASTER_WP4_UNINA_2__V-25.1__bin.6,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium pusense
MASTER_WP4_UNINA_2__V-25__bin.15,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_A,Lactococcus A plantarum A
MASTER_WP4_UNINA_2__V-26.1__bin.11,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp005938205
MASTER_WP4_UNINA_2__V-29__bin.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter sp004320535
MASTER_WP4_UNINA_2__V-29__bin.28,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,
MASTER_WP4_UNINA_2__V-29__bin.29,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp030063285
MS_bin.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens
MacoriG_2019__CS_R33__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio hibernica
MacoriG_2019__CS_R42__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio toranzoniae
MacoriG_2019__CS_R4__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,Proteus hauseri B
MagliuloR_2024__SRR28235345__bin.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E sp019345465
MagliuloR_2024__SRR28235359__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter albensis
MagliuloR_2024__SRR28235370__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella oncorhynchi
MagliuloR_2024__SRR28235377__bin.1,Bacteria,Bacillota,Bacilli,Exiguobacteriales,Exiguobacteriaceae,Exiguobacterium_A,Exiguobacterium A acetylicum
MilaniC_2019__SRR7587240__bin.19,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Pseudoclavibacter_A,Pseudoclavibacter A sp008831235
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.6,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter papayae
MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus hilgardii
MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc falkenbergense
MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,Komagataeibacter saccharivorans
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter cadivus
MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus nagelii
MortensenS_xxxx__WK007-2-G-48h-01D1_S7__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus hordei
MortensenS_xxxx__WK008-2-G-48h-01D2_S8__bin.1,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa C
MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.9,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bombiscardovia,Bombiscardovia aquikefiri
MortensenS_xxxx__WK012-2-G-48h-01D6_S12__bin.7,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium tibiigranuli
MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.6,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus kitaharae A
MortensenS_xxxx__WK018-2-L-08h-02D8_S95__bin.5,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bombiscardovia,Bombiscardovia psychraerophila
MortensenS_xxxx__WK018T-1-G-00h-05I7_S131__bin.4,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas pomaceae
MortensenS_xxxx__WK020-1-L-08h-02E5_S101__bin.6,Bacteria,Bacillota,Clostridia,Oscillospirales,Ethanoligenentaceae,Ethanoligenens,
MortensenS_xxxx__WK022-1-L-48h-02F8_S113__bin.6,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter malorum
MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc pseudomesenteroides
MortensenS_xxxx__WK027-1-L-48h-02I4_S14__bin.10,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter indonesiensis
MortensenS_xxxx__WK028-1-L-08h-02I7_S17__bin.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,
MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc citreum
MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter albidus
MortensenS_xxxx__WK029-2-G-48h-04A5_S105__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus hordei
MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter lovaniensis
MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc suionicum
MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.7,Bacteria,Bacillota,Clostridia,Oscillospirales,Ethanoligenentaceae,Ethanoligenens,
MortensenS_xxxx__WK035-2-G-48h-04B2_S111__bin.2,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,Sporolactobacillus,
MortensenS_xxxx__WK036-2-L-48h-03D6_S52__bin.7,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus mali A
MortensenS_xxxx__WK037-1-L-48h-03D8_S54__bin.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter liquefaciens
MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,
MortensenS_xxxx__WK038-2-L-48h-03E5_S60__bin.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter_A,Gluconobacter A cerinus
MortensenS_xxxx__WK040-1-L-48h-03F2_S66__bin.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter aceti B
MortensenS_xxxx__WK040-2-L-48h-03F4_S68__bin.4,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter syzygii
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,JAKVJE01,
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin.4,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bombiscardovia,Bombiscardovia sp041080795
MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis
MortensenS_xxxx__WK043-2-L-48h-03G7_S80__bin.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis B
MortensenS_xxxx__WK045-1-L-48h-03H4_S86__bin.3,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bombiscardovia,Bombiscardovia sp041080835
MortensenS_xxxx__WK045-2-L-48h-03H6_S88__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter dulcium
MortensenS_xxxx__WK047-2-G-48h-04C5_S123__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus ghanensis
MortensenS_xxxx__WK050-1-L-48h-04C8_S126__bin.12,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,
MortensenS_xxxx__WK058-1-L-48h-04G6_S31__bin.6,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter persici
MortensenS_xxxx__WK059-2-L-08h-04H2_S36__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus sp030400225
MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter_A,Gluconobacter A oxydans A
MortensenS_xxxx__WK061-2-G-48h-05H4_S119__bin.2,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium,
MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans
MortensenS_xxxx__WK063-2-L-48h-05A1_S53__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Schleiferilactobacillus,Schleiferilactobacillus perolens
MortensenS_xxxx__WK064-2-L-48h-05A5_S57__bin.10,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,
MortensenS_xxxx__WK066-2-G-48h-05I1_S125__bin.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum
MortensenS_xxxx__WK066-2-L-48h-05B8_S69__bin.3,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,Sporolactobacillus,
MortensenS_xxxx__WK067-1-L-48h-05C1_S71__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter malorum
MortensenS_xxxx__WK069-1-L-08h-05C8_S78__bin.4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Niallia,
MortensenS_xxxx__WK069-1-L-48h-05C9_S79__bin.1,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus sp024385605
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.2,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,Sporolactobacillus,
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.3,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_I,
MotaGutierrezJ_2021__SRR11602140__bin.22,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea dispersa
MotaGutierrezJ_2021__SRR11602143__bin.12,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,Asaia bogorensis
MotaGutierrezJ_2021__SRR11602143__bin.16,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus suebicus
MotaGutierrezJ_2021__SRR11602145__bin.17,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Ureibacillus,Ureibacillus galli
MotaGutierrezJ_2021__SRR11602145__bin.20,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,Cytobacillus stercorigallinarum
MotaGutierrezJ_2021__SRR11602145__bin.26,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus corticis
MotaGutierrezJ_2021__SRR11602145__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus viscerum
MotaGutierrezJ_2021__SRR11602148__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus suebicus
MotaGutierrezJ_2021__SRR11602149__bin.27,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Rhodopseudomonas sp001295845
